X,Y,ADJG,B_ERR,BOUGUER,COORD_ERR,DAY,DEPTH,DEPTH_ERR,DEPTH_TYPE,ELEV,ELEV_ERR,FA_ERR,FREEAIR,G_ERR,PROJ,STATUS,STN,STN_TYPE,TC,TC_ERR,TIME
-112.315759,52.492202,981043.418,0.33,-100.47,5,08-Sep-92,0,0,1,747.3,1,0.31,-16.81,0.05,1992111,1,14254,1,0,0,1708
-112.308408,52.492202,981043.937,0.33,-100.42,5,08-Sep-92,0,0,1,744.9,1,0.31,-17.03,0.05,1992111,1,14255,1,0,0,1711
-112.301042,52.492203,981045.506,0.33,-100.25,5,08-Sep-92,0,0,1,737.8,1,0.31,-17.65,0.05,1992111,1,14256,1,0,0,1714
-112.293692,52.492203,981045.764,0.33,-100.19,5,08-Sep-92,0,0,1,736.8,1,0.31,-17.7,0.05,1992111,1,14257,1,0,0,1717
-112.286327,52.492212,981046.129,0.33,-100.1,5,08-Sep-92,0,0,1,735.4,1,0.31,-17.77,0.05,1992111,1,14258,1,0,0,1720
-112.308033,52.491487,981043.814,0.33,-100.46,5,08-Sep-92,0,0,1,745,1,0.31,-17.06,0.05,1992111,1,14261,1,0,0,1734
-112.308033,52.486992,981042.765,0.33,-100.49,5,08-Sep-92,0,0,1,748.2,1,0.31,-16.73,0.05,1992111,1,14262,1,0,0,1737
-112.308033,52.482506,981041.724,0.33,-100.59,5,08-Sep-92,0,0,1,751,1,0.31,-16.52,0.05,1992111,1,14263,1,0,0,1740
-112.308032,52.47801,981041.351,0.33,-100.55,5,08-Sep-92,0,0,1,751.1,1,0.31,-16.46,0.05,1992111,1,14264,1,0,0,1743
-112.308046,52.473515,981041.002,0.33,-100.51,5,08-Sep-92,0,0,1,751.1,1,0.31,-16.42,0.05,1992111,1,14265,1,0,0,1746
-112.308046,52.469028,981040.299,0.33,-100.56,5,08-Sep-92,0,0,1,752.4,1,0.31,-16.33,0.05,1992111,1,14266,1,0,0,1749
-112.308045,52.464533,981039.537,0.33,-100.73,5,08-Sep-92,0,0,1,753.4,1,0.31,-16.39,0.05,1992111,1,14267,1,0,0,1751
-112.303116,52.463086,981039.846,0.33,-100.53,5,08-Sep-92,0,0,1,752.2,1,0.31,-16.32,0.05,1992111,1,14268,1,0,0,1756
-112.295755,52.463095,981040.755,0.33,-100.43,5,08-Sep-92,0,0,1,748.1,1,0.31,-16.68,0.05,1992111,1,14269,1,0,0,1804
-112.288395,52.463095,981041.904,0.33,-100.26,5,08-Sep-92,0,0,1,743.1,1,0.31,-17.07,0.05,1992111,1,14270,1,0,0,1832
-112.281049,52.463103,981041.973,0.33,-100.23,5,08-Sep-92,0,0,1,742.9,1,0.31,-17.07,0.05,1992111,1,14271,1,0,0,1837
-112.210911,52.463402,981047.4,1.41,-96.35,100,01-Jan-01,0,0,1,735.18,3,1.37,-14.05,1,1958017,1,12053,1,0,0,0
-112.273688,52.463101,981042.917,0.33,-100.09,5,08-Sep-92,0,0,1,738.8,1,0.31,-17.39,0.05,1992111,1,14272,1,0,0,1840
-112.266327,52.463099,981043.501,0.33,-99.49,5,08-Sep-92,0,0,1,738.9,1,0.31,-16.77,0.05,1992111,1,14273,1,0,0,1843
-112.258982,52.463106,981044.058,0.33,-99.15,5,08-Sep-92,0,0,1,737.8,1,0.31,-16.55,0.05,1992111,1,14274,1,0,0,1846
-112.251636,52.463112,981044.776,0.33,-98.65,5,08-Sep-92,0,0,1,736.7,1,0.31,-16.18,0.05,1992111,1,14275,1,0,0,1849
-112.244275,52.463109,981045.303,0.33,-98.24,5,08-Sep-92,0,0,1,736.1,1,0.31,-15.83,0.05,1992111,1,14276,1,0,0,1852
-112.236915,52.463114,981045.898,0.33,-97.84,5,08-Sep-92,0,0,1,735.1,1,0.31,-15.55,0.05,1992111,1,14277,1,0,0,1855
-112.229569,52.46311,981046.525,0.33,-97.45,5,08-Sep-92,0,0,1,733.9,1,0.31,-15.29,0.05,1992111,1,14278,1,0,0,1858
-112.222209,52.463115,981046.518,0.33,-97.12,5,08-Sep-92,0,0,1,735.6,1,0.31,-14.77,0.05,1992111,1,14279,1,0,0,1900
-112.214848,52.46311,981046.588,0.33,-96.92,5,08-Sep-92,0,0,1,736.3,1,0.31,-14.49,0.05,1992111,1,14280,1,0,0,1903
-112.212025,52.46589,981047.475,0.33,-96.86,5,08-Sep-92,0,0,1,733.3,1,0.31,-14.77,0.05,1992111,1,14281,1,0,0,1908
-112.212044,52.470376,981048.081,0.33,-97.1,5,08-Sep-92,0,0,1,731,1,0.31,-15.27,0.05,1992111,1,14282,1,0,0,1911
-112.21205,52.474871,981048.848,0.33,-97.28,5,08-Sep-92,0,0,1,728.2,1,0.31,-15.76,0.05,1992111,1,14283,1,0,0,1914
-112.209049,52.477662,981049.172,0.33,-97.37,5,08-Sep-92,0,0,1,727.3,1,0.31,-15.95,0.05,1992111,1,14284,1,0,0,1916
-112.201704,52.477782,981049.858,0.33,-97.13,5,08-Sep-92,0,0,1,725.1,1,0.31,-15.96,0.05,1992111,1,14285,1,0,0,1919
-112.194345,52.477919,981050.874,0.33,-96.81,5,08-Sep-92,0,0,1,721.6,1,0.31,-16.03,0.05,1992111,1,14286,1,0,0,1921
-112.187489,52.479238,981055.666,0.33,-96.36,5,08-Sep-92,0,0,1,700.1,1,0.31,-17.99,0.05,1992111,1,14287,1,0,0,1925
-112.185042,52.483011,981060.459,0.33,-96.71,5,08-Sep-92,0,0,1,675.6,1,0.31,-21.08,0.05,1992111,1,14288,1,0,0,1928
-112.185927,52.487453,981060.93,0.33,-97.32,5,08-Sep-92,0,0,1,672.1,1,0.31,-22.08,0.05,1992111,1,14289,1,0,0,1931
-112.18177,52.490596,981055.412,0.33,-96.96,5,08-Sep-92,0,0,1,703.4,1,0.31,-18.22,0.05,1992111,1,14290,1,0,0,1934
-112.176036,52.492128,981050.44,0.33,-97.49,5,08-Sep-92,0,0,1,726.7,1,0.31,-16.14,0.05,1992111,1,14291,1,0,0,1948
-112.168672,52.492147,981050.528,0.33,-97.11,5,08-Sep-92,0,0,1,728.2,1,0.31,-15.59,0.05,1992111,1,14292,1,0,0,1951
-112.161308,52.492175,981050.517,0.33,-97.08,5,08-Sep-92,0,0,1,728.4,1,0.31,-15.54,0.05,1992111,1,14293,1,0,0,1954
-112.153943,52.492193,981051.148,0.33,-96.77,5,08-Sep-92,0,0,1,726.8,1,0.31,-15.4,0.05,1992111,1,14294,1,0,0,1956
-112.146578,52.492211,981051.316,0.33,-96.68,5,08-Sep-92,0,0,1,726.4,1,0.31,-15.36,0.05,1992111,1,14295,1,0,0,1959
-111.77753,52.460073,981048.4,1.41,-98.89,100,01-Jan-01,0,0,1,715.67,3,1.37,-18.77,1,1958017,1,12050,1,0,0,0
-111.92255,52.460072,981048.3,1.41,-99.11,100,01-Jan-01,0,0,1,715.06,3,1.37,-19.06,1,1958017,1,12051,1,0,0,0
-112.090896,52.471737,981050.3,1.41,-95.74,100,01-Jan-01,0,0,1,727.25,3,1.37,-14.32,1,1958017,1,12052,1,0,0,0
-111.994222,52.491738,981049.9,1.11,-99.26,100,01-Jan-01,0,0,1,720.24,3,1.06,-18.63,0.5,1960006,1,5182,1,0,0,0
-111.948142,52.491963,981049.989,0.33,-99.99,5,09-Sep-92,0,0,1,716.2,1,0.31,-19.81,0.05,1992111,1,14322,1,0,0,1510
-111.948134,52.487468,981049.417,0.33,-99.95,5,09-Sep-92,0,0,1,717.3,1,0.31,-19.65,0.05,1992111,1,14323,1,0,0,1515
-111.94814,52.482972,981048.595,0.33,-99.89,5,09-Sep-92,0,0,1,719.8,1,0.31,-19.31,0.05,1992111,1,14324,1,0,0,1518
-111.948132,52.478477,981048.288,0.33,-99.63,5,09-Sep-92,0,0,1,720.7,1,0.31,-18.94,0.05,1992111,1,14325,1,0,0,1521
-111.948123,52.473982,981047.741,0.33,-99.66,5,09-Sep-92,0,0,1,721.3,1,0.31,-18.91,0.05,1992111,1,14326,1,0,0,1525
-111.948115,52.469487,981047.107,0.33,-99.67,5,09-Sep-92,0,0,1,722.5,1,0.31,-18.78,0.05,1992111,1,14327,1,0,0,1527
-111.948107,52.464992,981046.833,0.33,-99.51,5,09-Sep-92,0,0,1,722.7,1,0.31,-18.6,0.05,1992111,1,14328,1,0,0,1530
-111.943914,52.463056,981047.057,0.33,-99.43,5,09-Sep-92,0,0,1,721.1,1,0.31,-18.7,0.05,1992111,1,14329,1,0,0,1533
-111.936554,52.463052,981047.115,0.33,-99.35,5,09-Sep-92,0,0,1,721.2,1,0.31,-18.61,0.05,1992111,1,14330,1,0,0,1536
-111.929208,52.463047,981047.746,0.33,-99.37,5,09-Sep-92,0,0,1,717.9,1,0.31,-19,0.05,1992111,1,14331,1,0,0,1541
-111.921847,52.463041,981048.896,0.33,-99.08,5,09-Sep-92,0,0,1,713.5,1,0.31,-19.2,0.05,1992111,1,14332,1,0,0,1545
-111.914487,52.463035,981048.573,0.33,-99.11,5,09-Sep-92,0,0,1,715,1,0.31,-19.06,0.05,1992111,1,14333,1,0,0,1548
-111.907126,52.463029,981049.036,0.33,-99.08,5,09-Sep-92,0,0,1,712.8,1,0.31,-19.28,0.05,1992111,1,14334,1,0,0,1551
-111.899766,52.463032,981049.213,0.33,-99.06,5,09-Sep-92,0,0,1,712,1,0.31,-19.35,0.05,1992111,1,14335,1,0,0,1553
-111.892405,52.463025,981049.622,0.33,-98.96,5,09-Sep-92,0,0,1,710.4,1,0.31,-19.43,0.05,1992111,1,14336,1,0,0,1557
-111.885045,52.463017,981049.623,0.33,-98.96,5,09-Sep-92,0,0,1,710.4,1,0.31,-19.43,0.05,1992111,1,14337,1,0,0,1559
-111.877685,52.463018,981049.823,0.33,-98.88,5,09-Sep-92,0,0,1,709.8,1,0.31,-19.42,0.05,1992111,1,14338,1,0,0,1602
-111.870324,52.463019,981049.828,0.33,-98.95,5,09-Sep-92,0,0,1,709.4,1,0.31,-19.54,0.05,1992111,1,14339,1,0,0,1606
-111.862979,52.463019,981052.289,0.33,-98.97,5,09-Sep-92,0,0,1,696.8,1,0.31,-20.96,0.05,1992111,1,14340,1,0,0,1609
-111.855619,52.463027,981049.763,0.33,-98.9,5,09-Sep-92,0,0,1,710,1,0.31,-19.42,0.05,1992111,1,14341,1,0,0,1615
-111.848259,52.463035,981049.64,0.33,-98.89,5,09-Sep-92,0,0,1,710.7,1,0.31,-19.32,0.05,1992111,1,14342,1,0,0,1618
-111.840913,52.463033,981049.373,0.33,-98.94,5,09-Sep-92,0,0,1,711.8,1,0.31,-19.25,0.05,1992111,1,14343,1,0,0,1621
-111.833553,52.46304,981048.34,0.33,-99.26,5,09-Sep-92,0,0,1,715.4,1,0.31,-19.17,0.05,1992111,1,14344,1,0,0,1623
-111.826193,52.463047,981049.092,0.33,-99.08,5,09-Sep-92,0,0,1,712.5,1,0.31,-19.32,0.05,1992111,1,14345,1,0,0,1627
-111.818833,52.463044,981048.649,0.33,-99.15,5,09-Sep-92,0,0,1,714.4,1,0.31,-19.17,0.05,1992111,1,14346,1,0,0,1630
-111.811488,52.46305,981049.006,0.33,-99.13,5,09-Sep-92,0,0,1,712.7,1,0.31,-19.34,0.05,1992111,1,14347,1,0,0,1632
-111.804127,52.463046,981049.173,0.33,-99.16,5,09-Sep-92,0,0,1,711.7,1,0.31,-19.48,0.05,1992111,1,14348,1,0,0,1635
-111.796768,52.463051,981049.038,0.33,-99.12,5,09-Sep-92,0,0,1,712.6,1,0.31,-19.34,0.05,1992111,1,14349,1,0,0,1638
-111.789408,52.463055,981048.914,0.33,-99.12,5,09-Sep-92,0,0,1,713.2,1,0.31,-19.28,0.05,1992111,1,14350,1,0,0,1641
-111.782062,52.46305,981049.095,0.33,-99.1,5,09-Sep-92,0,0,1,712.4,1,0.31,-19.35,0.05,1992111,1,14351,1,0,0,1645
-111.780192,52.466344,981048.913,0.33,-99.2,5,09-Sep-92,0,0,1,714.3,1,0.31,-19.23,0.05,1992111,1,14352,1,0,0,1651
-111.780183,52.470839,981049.84,0.33,-99.11,5,09-Sep-92,0,0,1,712,1,0.31,-19.41,0.05,1992111,1,14353,1,0,0,1654
-111.780174,52.475325,981051.047,0.33,-98.95,5,09-Sep-92,0,0,1,708.7,1,0.31,-19.61,0.05,1992111,1,14354,1,0,0,1658
-111.78018,52.479821,981051.962,0.33,-98.82,5,09-Sep-92,0,0,1,706.7,1,0.31,-19.71,0.05,1992111,1,14355,1,0,0,1700
-111.780171,52.484316,981052.714,0.33,-98.68,5,09-Sep-92,0,0,1,705.6,1,0.31,-19.69,0.05,1992111,1,14356,1,0,0,1703
-111.780161,52.488802,981053.401,0.33,-98.7,5,09-Sep-92,0,0,1,704,1,0.31,-19.89,0.05,1992111,1,14357,1,0,0,1706
-111.763401,52.49222,981053.936,0.33,-98.5,5,09-Sep-92,0,0,1,703.8,1,0.31,-19.71,0.05,1992111,1,14360,1,0,0,1716
-111.634187,52.460072,981044.8,1.41,-98.72,100,01-Jan-01,0,0,1,734.87,3,1.37,-16.45,1,1958017,1,12049,1,0,0,0
-111.734193,52.435073,981045.1,1.41,-99.52,100,01-Jan-01,0,0,1,718.11,3,1.37,-19.13,1,1958018,1,15562,1,0,0,0
-111.51585,52.460071,981048.6,1.41,-94.38,100,01-Jan-01,0,0,1,737.62,3,1.37,-11.8,1,1958017,1,12048,1,0,0,0
-111.74867,52.492215,981053.879,0.33,-98.36,5,09-Sep-92,0,0,1,704.8,1,0.31,-19.46,0.05,1992111,1,14362,1,0,0,1724
-111.741306,52.492216,981053.456,0.33,-98.37,5,09-Sep-92,0,0,1,706.9,1,0.31,-19.23,0.05,1992111,1,14363,1,0,0,1727
-111.733941,52.492217,981053.112,0.33,-98.3,5,09-Sep-92,0,0,1,709,1,0.31,-18.93,0.05,1992111,1,14364,1,0,0,1729
-111.726577,52.492218,981052.695,0.33,-98.29,5,09-Sep-92,0,0,1,711.2,1,0.31,-18.67,0.05,1992111,1,14365,1,0,0,1733
-111.719211,52.492218,981051.948,0.33,-98.13,5,09-Sep-92,0,0,1,715.8,1,0.31,-18,0.05,1992111,1,14366,1,0,0,1735
-111.711847,52.492217,981051.445,0.33,-98.52,5,09-Sep-92,0,0,1,716.4,1,0.31,-18.32,0.05,1992111,1,14367,1,0,0,1738
-111.704483,52.492216,981050.77,0.33,-98.27,5,09-Sep-92,0,0,1,721.1,1,0.31,-17.54,0.05,1992111,1,14368,1,0,0,1740
-111.682388,52.49222,981048.972,0.33,-98.1,5,09-Sep-92,0,0,1,731.1,1,0.31,-16.26,0.05,1992111,1,14371,1,0,0,1750
-111.675024,52.492217,981048.308,0.33,-98.25,5,09-Sep-92,0,0,1,733.7,1,0.31,-16.12,0.05,1992111,1,14372,1,0,0,1754
-111.667757,52.4918,981051.263,0.33,-97.58,5,09-Sep-92,0,0,1,721.9,1,0.31,-16.77,0.05,1992111,1,14373,1,0,0,1757
-111.660797,52.490318,981050.491,0.33,-97.91,5,09-Sep-92,0,0,1,723.5,1,0.31,-16.91,0.05,1992111,1,14374,1,0,0,1800
-111.653853,52.488828,981050.661,0.33,-97.88,5,09-Sep-92,0,0,1,722.1,1,0.31,-17.05,0.05,1992111,1,14375,1,0,0,1840
-111.647452,52.490194,981050.233,0.33,-97.84,5,09-Sep-92,0,0,1,725.1,1,0.31,-16.67,0.05,1992111,1,14376,1,0,0,1843
-111.633798,52.492219,981049.697,0.33,-97.87,5,09-Sep-92,0,0,1,728.6,1,0.31,-16.3,0.05,1992111,1,14378,1,0,0,1850
-111.626418,52.492213,981049.684,0.33,-97.72,5,09-Sep-92,0,0,1,729.4,1,0.31,-16.07,0.05,1992111,1,14379,1,0,0,1853
-111.619054,52.492216,981048.46,0.33,-97.73,5,09-Sep-92,0,0,1,735.6,1,0.31,-15.38,0.05,1992111,1,14380,1,0,0,1857
-111.611703,52.492209,981047.154,0.33,-97.93,5,09-Sep-92,0,0,1,741.2,1,0.31,-14.96,0.05,1992111,1,14381,1,0,0,1901
-111.604339,52.492202,981045.609,0.33,-98.01,5,09-Sep-92,0,0,1,748.7,1,0.31,-14.19,0.05,1992111,1,14382,1,0,0,1904
-111.596975,52.492194,981045.125,0.33,-98,5,09-Sep-92,0,0,1,751.2,1,0.31,-13.9,0.05,1992111,1,14383,1,0,0,1907
-111.589609,52.492186,981045.019,0.33,-97.99,5,09-Sep-92,0,0,1,751.8,1,0.31,-13.82,0.05,1992111,1,14384,1,0,0,1910
-111.58226,52.492196,981045.475,0.33,-97.69,5,09-Sep-92,0,0,1,751,1,0.31,-13.61,0.05,1992111,1,14385,1,0,0,1915
-111.574896,52.492196,981045.51,0.33,-97.53,5,09-Sep-92,0,0,1,751.6,1,0.31,-13.39,0.05,1992111,1,14386,1,0,0,1918
-111.567531,52.492195,981045.79,0.33,-97.23,5,09-Sep-92,0,0,1,751.7,1,0.31,-13.08,0.05,1992111,1,14387,1,0,0,1922
-111.560181,52.492194,981046.112,0.33,-97.19,5,09-Sep-92,0,0,1,750.3,1,0.31,-13.19,0.05,1992111,1,14388,1,0,0,1926
-111.552817,52.492193,981046.011,0.33,-96.99,5,09-Sep-92,0,0,1,751.8,1,0.31,-12.83,0.05,1992111,1,14389,1,0,0,1929
-111.545453,52.4922,981046.143,0.33,-96.8,5,09-Sep-92,0,0,1,752.1,1,0.31,-12.61,0.05,1992111,1,14390,1,0,0,1932
-111.538088,52.492197,981046.58,0.33,-96.46,5,09-Sep-92,0,0,1,751.6,1,0.31,-12.32,0.05,1992111,1,14391,1,0,0,1936
-111.530739,52.492194,981047.125,0.33,-96.1,5,09-Sep-92,0,0,1,750.7,1,0.31,-12.06,0.05,1992111,1,14392,1,0,0,1939
-111.523374,52.492191,981047.744,0.33,-95.85,5,09-Sep-92,0,0,1,748.8,1,0.31,-12.02,0.05,1992111,1,14393,1,0,0,1942
-111.51601,52.492187,981049.329,0.33,-95.37,5,09-Sep-92,0,0,1,743.2,1,0.31,-12.16,0.05,1992111,1,14394,1,0,0,1945
-111.508645,52.492183,981049.696,0.33,-95.15,5,09-Sep-92,0,0,1,742.4,1,0.31,-12.04,0.05,1992111,1,14395,1,0,0,1949
-111.501281,52.492196,981049.906,0.33,-94.93,5,09-Sep-92,0,0,1,742.5,1,0.31,-11.8,0.05,1992111,1,14396,1,0,0,1952
-111.493917,52.492191,981050.4,0.33,-94.65,5,09-Sep-92,0,0,1,741.4,1,0.31,-11.65,0.05,1992111,1,14397,1,0,0,1956
-111.486524,52.492195,981054.274,0.33,-93.72,5,09-Sep-92,0,0,1,726.4,1,0.31,-12.4,0.05,1992111,1,14398,1,0,0,1959
-111.479158,52.492198,981053.049,0.33,-93.94,5,09-Sep-92,0,0,1,731.5,1,0.31,-12.05,0.05,1992111,1,14399,1,0,0,2002
-111.471794,52.4922,981051.551,0.33,-94.26,5,09-Sep-92,0,0,1,737.5,1,0.31,-11.7,0.05,1992111,1,14400,1,0,0,2006
-111.464445,52.492202,981050.677,0.33,-94.33,5,09-Sep-92,0,0,1,741.6,1,0.31,-11.31,0.05,1992111,1,14401,1,0,0,2010
-111.457066,52.492204,981051.293,0.33,-94.33,5,09-Sep-92,0,0,1,738.5,1,0.31,-11.65,0.05,1992111,1,14402,1,0,0,2014
-111.449701,52.492205,981051.664,0.33,-94.21,5,09-Sep-92,0,0,1,737.2,1,0.31,-11.68,0.05,1992111,1,14403,1,0,0,2016
-111.442337,52.492206,981050.719,0.33,-94.68,5,09-Sep-92,0,0,1,739.6,1,0.31,-11.89,0.05,1992111,1,14404,1,0,0,2019
-111.434973,52.492206,981051.163,0.33,-94.55,5,09-Sep-92,0,0,1,738,1,0.31,-11.94,0.05,1992111,1,14405,1,0,0,2022
-111.427609,52.492197,981051.1,0.33,-94.46,5,09-Sep-92,0,0,1,738.8,1,0.31,-11.75,0.05,1992111,1,14406,1,0,0,2025
-111.420258,52.492196,981050.204,0.33,-94.69,5,09-Sep-92,0,0,1,742.2,1,0.31,-11.6,0.05,1992111,1,14407,1,0,0,2028
-111.41288,52.492194,981049.183,0.33,-94.86,5,09-Sep-92,0,0,1,746.5,1,0.31,-11.29,0.05,1992111,1,14408,1,0,0,2032
-111.405515,52.492193,981050.42,0.33,-94.82,5,09-Sep-92,0,0,1,740.4,1,0.31,-11.94,0.05,1992111,1,14409,1,0,0,2035
-111.369178,52.46007,981054.1,1.41,-94.21,100,01-Jan-01,0,0,1,710.49,3,1.37,-14.67,1,1958017,1,12047,1,0,0,0
-111.060829,52.460066,981043.6,1.41,-98.18,100,01-Jan-01,0,0,1,743.71,3,1.37,-14.92,1,1958017,1,12045,1,0,0,0
-111.180838,52.460067,981042.3,1.41,-99.24,100,01-Jan-01,0,0,1,744.93,3,1.37,-15.85,1,1958017,1,12046,1,0,0,0
-111.180512,52.461145,981040.665,0.33,-99.7,5,10-Sep-92,0,0,1,751.4,1,0.31,-15.58,0.05,1992111,1,14447,1,0,0,1703
-111.180509,52.45665,981040.874,0.33,-99.69,5,10-Sep-92,0,0,1,748.4,1,0.31,-15.9,0.05,1992111,1,14448,1,0,0,1706
-111.180506,52.452155,981043.244,0.33,-99.32,5,10-Sep-92,0,0,1,736.2,1,0.31,-16.9,0.05,1992111,1,14449,1,0,0,1710
-111.180517,52.44766,981044.162,0.33,-99.27,5,10-Sep-92,0,0,1,729.8,1,0.31,-17.57,0.05,1992111,1,14450,1,0,0,1715
-111.182412,52.443422,981041.438,0.33,-99.58,5,10-Sep-92,0,0,1,740.2,1,0.31,-16.71,0.05,1992111,1,14451,1,0,0,1720
-111.187254,52.440043,981040.148,0.33,-99.76,5,10-Sep-92,0,0,1,744.3,1,0.31,-16.44,0.05,1992111,1,14452,1,0,0,1723
-111.189312,52.436174,981038.207,0.33,-100.07,5,10-Sep-92,0,0,1,750.9,1,0.31,-16.01,0.05,1992111,1,14453,1,0,0,1726
-111.184242,52.433998,981039.55,0.33,-99.69,5,10-Sep-92,0,0,1,745,1,0.31,-16.29,0.05,1992111,1,14454,1,0,0,1729
-111.176887,52.433964,981037.335,0.33,-99.9,5,10-Sep-92,0,0,1,755.2,1,0.31,-15.36,0.05,1992111,1,14455,1,0,0,1733
-111.169577,52.433957,981038.701,0.33,-99.68,5,10-Sep-92,0,0,1,749.4,1,0.31,-15.78,0.05,1992111,1,14456,1,0,0,1737
-111.162222,52.433967,981039.647,0.33,-99.62,5,10-Sep-92,0,0,1,744.9,1,0.31,-16.22,0.05,1992111,1,14457,1,0,0,1740
-111.154867,52.433977,981043.153,0.33,-98.29,5,10-Sep-92,0,0,1,733.8,1,0.31,-16.14,0.05,1992111,1,14458,1,0,0,1742
-111.147513,52.433986,981039.338,0.33,-99.71,5,10-Sep-92,0,0,1,746,1,0.31,-16.2,0.05,1992111,1,14459,1,0,0,1745
-111.140172,52.433986,981037.785,0.33,-99.79,5,10-Sep-92,0,0,1,753.5,1,0.31,-15.44,0.05,1992111,1,14460,1,0,0,1749
-111.132818,52.433994,981036.77,0.33,-99.92,5,10-Sep-92,0,0,1,758,1,0.31,-15.06,0.05,1992111,1,14461,1,0,0,1753
-111.125477,52.433993,981039.736,0.33,-99.23,5,10-Sep-92,0,0,1,746.4,1,0.31,-15.67,0.05,1992111,1,14462,1,0,0,1757
-111.118123,52.434001,981040.53,0.33,-99.32,5,10-Sep-92,0,0,1,741.9,1,0.31,-16.27,0.05,1992111,1,14463,1,0,0,1801
-111.110768,52.434008,981039.872,0.33,-99.3,5,10-Sep-92,0,0,1,745.4,1,0.31,-15.85,0.05,1992111,1,14464,1,0,0,1804
-111.103413,52.434005,981037.543,0.33,-99.8,5,10-Sep-92,0,0,1,754.7,1,0.31,-15.31,0.05,1992111,1,14465,1,0,0,1833
-111.096059,52.434012,981040.007,0.33,-99.16,5,10-Sep-92,0,0,1,745.4,1,0.31,-15.71,0.05,1992111,1,14466,1,0,0,1836
-111.088718,52.434017,981043.228,0.33,-98.81,5,10-Sep-92,0,0,1,730.8,1,0.31,-17,0.05,1992111,1,14467,1,0,0,1840
-111.081364,52.434013,981046.576,0.33,-98.43,5,10-Sep-92,0,0,1,715.7,1,0.31,-18.3,0.05,1992111,1,14468,1,0,0,1843
-111.074009,52.434017,981047.176,0.33,-98.26,5,10-Sep-92,0,0,1,713.5,1,0.31,-18.38,0.05,1992111,1,14469,1,0,0,1846
-111.066669,52.434013,981047.298,0.33,-98.18,5,10-Sep-92,0,0,1,713.3,1,0.31,-18.32,0.05,1992111,1,14470,1,0,0,1849
-111.059314,52.434017,981043.878,0.33,-98.45,5,10-Sep-92,0,0,1,729.3,1,0.31,-16.81,0.05,1992111,1,14471,1,0,0,1854
-111.051959,52.434011,981041.177,0.33,-98.62,5,10-Sep-92,0,0,1,742.2,1,0.31,-15.53,0.05,1992111,1,14472,1,0,0,1858
-111.398166,52.492191,981050.947,0.33,-94.36,5,09-Sep-92,0,0,1,740.1,1,0.31,-11.5,0.05,1992111,1,14410,1,0,0,2038
-111.390801,52.492179,981050.576,0.33,-94.51,5,09-Sep-92,0,0,1,741.2,1,0.31,-11.53,0.05,1992111,1,14411,1,0,0,2043
-111.383437,52.492176,981052.054,0.33,-94.37,5,09-Sep-92,0,0,1,734.4,1,0.31,-12.15,0.05,1992111,1,14412,1,0,0,2046
-111.347087,52.492216,981057.114,0.33,-93.59,5,10-Sep-92,0,0,1,712.6,1,0.31,-13.82,0.05,1992111,1,14417,1,0,0,1526
-111.339723,52.49222,981057.097,0.33,-93.71,5,10-Sep-92,0,0,1,712.1,1,0.31,-13.99,0.05,1992111,1,14418,1,0,0,1528
-111.332373,52.492214,981054.19,0.33,-94,5,10-Sep-92,0,0,1,725.4,1,0.31,-12.8,0.05,1992111,1,14419,1,0,0,1531
-111.324994,52.492216,981056.139,0.33,-93.78,5,10-Sep-92,0,0,1,716.6,1,0.31,-13.56,0.05,1992111,1,14420,1,0,0,1534
-111.31763,52.492208,981055.282,0.33,-93.95,5,10-Sep-92,0,0,1,720.1,1,0.31,-13.34,0.05,1992111,1,14421,1,0,0,1539
-111.310279,52.4922,981056.474,0.33,-93.7,5,10-Sep-92,0,0,1,715.3,1,0.31,-13.62,0.05,1992111,1,14422,1,0,0,1542
-111.302901,52.492202,981059.143,0.33,-93.43,5,10-Sep-92,0,0,1,703.1,1,0.31,-14.72,0.05,1992111,1,14423,1,0,0,1544
-111.295551,52.492193,981060.348,0.33,-93.4,5,10-Sep-92,0,0,1,697.1,1,0.31,-15.36,0.05,1992111,1,14424,1,0,0,1547
-111.288186,52.492193,981062.003,0.33,-93.24,5,10-Sep-92,0,0,1,689.5,1,0.31,-16.05,0.05,1992111,1,14425,1,0,0,1550
-111.280822,52.492184,981065.078,0.33,-93.05,5,10-Sep-92,0,0,1,674.8,1,0.31,-17.51,0.05,1992111,1,14426,1,0,0,1553
-111.273458,52.492183,981065.86,0.33,-93.17,5,10-Sep-92,0,0,1,670.2,1,0.31,-18.15,0.05,1992111,1,14427,1,0,0,1556
-111.266106,52.49192,981064.327,0.33,-93.58,5,10-Sep-92,0,0,1,675.8,1,0.31,-17.93,0.05,1992111,1,14428,1,0,0,1559
-111.258885,52.491253,981069.977,0.33,-93.34,5,10-Sep-92,0,0,1,648,1,0.31,-20.79,0.05,1992111,1,14429,1,0,0,1603
-111.252174,52.489442,981074.905,0.33,-93.59,5,10-Sep-92,0,0,1,620.8,1,0.31,-24.1,0.05,1992111,1,14430,1,0,0,1607
-111.245333,52.488045,981074.58,0.33,-94.13,5,10-Sep-92,0,0,1,619.1,1,0.31,-24.82,0.05,1992111,1,14431,1,0,0,1612
-111.238536,52.489533,981070.181,0.33,-94.59,5,10-Sep-92,0,0,1,639.8,1,0.31,-22.97,0.05,1992111,1,14432,1,0,0,1615
