X,Y,ADJG,B_ERR,BOUGUER,COORD_ERR,DAY,DEPTH,DEPTH_ERR,DEPTH_TYPE,ELEV,ELEV_ERR,FA_ERR,FREEAIR,G_ERR,PROJ,STATUS,STN,STN_TYPE,TC,TC_ERR,TIME
-125.935723,52.0132,980776.2,8.37,-116.67,1,18-Jul-72,0,0,1,1748.94,3,0.93,66.82,0.1,1972103,1,5484,1,12.3,8.31,2110
-125.160056,52.010207,980660.2,9.86,-135,1,02-Aug-72,0,0,1,2189.99,3,0.93,87.02,0.1,1972103,1,5569,1,23.15,9.81,2313
-124.3315,52.003224,980915.8,1.12,-134.2,100,24-Jul-66,0,0,1,1003.4,3,1.06,-22.56,0.5,1966013,1,30614,1,0.69,0.15,1625
-124.9899,52.016536,980931.1,3.29,-129.76,100,04-Aug-72,0,0,1,942.59,10,3.09,-27.18,0.1,1972103,1,5577,1,2.94,0,2050
-125.976557,52.253209,980816.2,7.51,-118.74,100,18-Jul-72,0,0,1,1590.08,10,3.09,36.77,0.1,1972103,1,5483,1,22.5,6.75,2050
-125.759884,52.142543,980641,11.95,-140.97,1,18-Jul-72,0,0,1,2276.55,3,0.93,82.87,0.1,1972103,1,5485,1,31.02,11.91,2125
-125.811384,52.233878,980676.9,7,-161.17,1,18-Jul-72,0,0,1,2043.68,3,0.93,38.98,0.1,1972103,1,5486,1,28.64,6.93,2142
-125.591045,52.240048,980696.8,4.58,-161.07,1,04-Aug-72,0,0,1,2048.26,3,0.93,59.75,0.1,1972103,1,5572,1,8.48,4.47,1747
-125.89189,52.257711,980655,11.53,-136.96,1,04-Aug-72,0,0,1,2290.57,3,0.93,91.08,0.1,1972103,1,5573,1,28.39,11.49,1801
-125.213225,52.078208,980857.4,3.29,-126,100,04-Aug-72,0,0,1,1357.88,10,3.09,21.75,0.1,1972103,1,5576,1,4.26,0,2040
-125.488537,52.248718,980678.3,6.2,-133.39,1,01-Aug-72,0,0,1,2237.23,3,0.93,98.73,0.1,1972103,1,6462,1,18.34,6.12,1615
-125.646543,52.249881,980640.7,8.99,-167.77,1,01-Aug-72,0,0,1,2243.94,3,0.93,63.1,0.1,1972103,1,6463,1,20.34,8.94,1622
-125.576221,52.170877,980677.8,6.88,-146.92,1,01-Aug-72,0,0,1,2152.19,3,0.93,78.86,0.1,1972103,1,6464,1,15.16,6.8,1640
-125.416544,52.159881,980890.1,3.29,-122.14,100,01-Aug-72,0,0,1,1235.93,10,3.09,9.68,0.1,1972103,1,6465,1,6.54,0,1647
-125.42421,52.025048,980652.3,7.95,-117.62,1,01-Aug-72,0,0,1,2316.78,3,0.93,116.89,0.1,1972103,1,6466,1,24.85,7.89,1659
-125.643547,52.052708,980641.1,11.05,-119.68,1,01-Aug-72,0,0,1,2347.87,3,0.93,112.84,0.1,1972103,1,6467,1,30.32,11.01,1704
-125.229882,52.151545,980897.9,0.99,-133.19,100,01-Aug-72,0,0,1,1169.52,3,0.93,-2.27,0.1,1972103,1,6483,1,0,0,2146
-125.298211,52.226548,980898.4,0.99,-137.51,100,01-Aug-72,0,0,1,1169.21,3,0.93,-8.45,0.1,1972103,1,6484,1,1.83,0,2155
-125.086535,52.256548,980911.2,1.11,-135.56,100,23-Jul-66,0,0,1,1134.16,3,1.06,-9.09,0.5,1966013,1,30605,1,0.49,0,1615
-125.053209,52.189879,980902.4,1.11,-128.5,100,23-Jul-66,0,0,1,1184.76,3,1.06,3.57,0.5,1966013,1,30606,1,0.57,0,1640
-125.024892,52.11154,980897.6,1.12,-139.68,100,23-Jul-66,0,0,1,1115.26,3,1.06,-15.78,0.5,1966013,1,30607,1,0.96,0.15,1700
-124.274831,52.048225,980955.1,1.23,-115.01,100,24-Jul-66,0,0,1,913.79,3,1.06,-14.84,0.5,1966013,1,30615,1,2.13,0.54,1700
-124.209837,52.064893,980953.5,1.11,-119.37,100,24-Jul-66,0,0,1,913.18,3,1.06,-18.1,0.5,1966013,1,30616,1,0.96,0,1715
-124.131498,52.094894,980951.7,1.11,-125.74,100,24-Jul-66,0,0,1,903.73,3,1.06,-25.45,0.5,1966013,1,30617,1,0.88,0,1730
-124.206505,52.161562,980880.8,1.22,-109.94,100,24-Jul-66,0,0,1,1368.55,3,1.06,41.12,0.5,1966013,1,30618,1,2.15,0.5,1915
-124.019831,52.123229,980952.4,1.32,-126.02,100,24-Jul-66,0,0,1,909.52,3,1.06,-25.45,0.5,1966013,1,30619,1,1.25,0.72,1950
-123.939825,52.14323,980961.8,1.2,-120.87,100,24-Jul-66,0,0,1,896.42,3,1.06,-21.85,0.5,1966013,1,30620,1,1.33,0.45,2010
-123.858156,52.156566,980972.6,1.11,-116.76,100,24-Jul-66,0,0,1,869.59,3,1.06,-20.49,0.5,1966013,1,30621,1,1.08,0,2025
-123.776486,52.161567,980967.1,1.11,-125.24,100,24-Jul-66,0,0,1,856.18,3,1.06,-30.57,0.5,1966013,1,30622,1,1.18,0,2040
-124.019834,52.23323,980899.4,0,-117.12,100,27-Aug-68,0,0,1,1252.24,3,1.06,17.57,0.5,1968105,1,5299,1,5.5,0,1829
-124.146499,52.161562,980893.3,0,-111.79,100,27-Aug-68,0,0,1,1296.41,3,1.06,31.38,0.5,1968105,1,5300,1,1.97,0,1843
-124.0715,52.031561,980824.3,0,-116.68,100,27-Aug-68,0,0,1,1534.09,3,1.06,47.08,0.5,1968105,1,5301,1,7.99,0,2020
-125.049204,52.238047,980916,0.99,-128.79,1,04-Aug-72,0,0,1,1136.29,3,0.93,-2.01,0.1,1972103,1,5575,1,0.42,0,2025
-124.568179,52.151555,980882.2,3.29,-141.43,100,04-Aug-72,0,0,1,1202.8,10,3.09,-7.71,0.1,1972103,1,5578,1,0.93,0,2107
-124.486175,52.174057,980879.8,0.99,-148.89,1,04-Aug-72,0,0,1,1189.94,3,0.93,-16.05,0.1,1972103,1,5579,1,0.37,0,2118
-124.454844,52.223224,980886.8,3.29,-144.31,100,04-Aug-72,0,0,1,1199.85,10,3.09,-10.31,0.1,1972103,1,5580,1,0.32,0,2139
-124.439842,52.189891,980893.1,3.29,-138.01,100,04-Aug-72,0,0,1,1185.64,10,3.09,-5.46,0.1,1972103,1,5581,1,0.18,0,2145
-124.38651,52.184892,980908.8,3.29,-127.18,100,04-Aug-72,0,0,1,1158.7,10,3.09,2.37,0.1,1972103,1,5582,1,0.17,0,2154
-124.47317,52.099889,980908.6,3.29,-142.82,100,04-Aug-72,0,0,1,1038.36,10,3.09,-27.47,0.1,1972103,1,5583,1,0.9,0,2202
-124.672348,52.169218,980785.7,2.46,-128.05,1,02-Aug-72,0,0,1,1735.84,3,0.93,58.57,0.1,1972103,1,6486,1,7.7,2.25,2411
-124.486175,52.174057,980879.7,0.99,-148.99,1,02-Aug-72,0,0,1,1189.94,3,0.93,-16.15,0.1,1972103,1,6487,1,0.37,0,2418
-124.319338,52.165393,980908.5,0.99,-109.25,1,02-Aug-72,0,0,1,1237.79,3,0.93,28.17,0.1,1972103,1,6488,1,1.15,0,2432
-124.146003,52.161895,980891.4,0.99,-112.16,20,02-Aug-72,0,0,1,1300.89,3,0.93,30.83,0.1,1972103,1,6489,1,2.64,0,2443
-124.071668,52.030894,980824.1,2.46,-117.31,1,02-Aug-72,0,0,1,1534.06,3,0.93,46.92,0.1,1972103,1,6490,1,7.5,2.25,2452
-124.352332,52.091724,980843.5,2.46,-126.31,1,02-Aug-72,0,0,1,1417.93,3,0.93,25.18,0.1,1972103,1,6491,1,7.25,2.25,2506
-124.565195,52.044383,980826.3,0.99,-129.51,1,02-Aug-72,0,0,1,1476.15,3,0.93,30.09,0.1,1972103,1,6492,1,5.66,0,2516
-124.661856,52.06805,980887.3,0.99,-132.65,10,02-Aug-72,0,0,1,1184.76,3,0.93,-0.83,0.1,1972103,1,6493,1,0.82,0,2523
-124.811578,52.031537,980879.9,3.29,-129.4,100,02-Aug-72,0,0,1,1223.5,10,3.09,6.92,0.1,1972103,1,6494,1,0.65,0,2532
-124.846547,52.159879,980892.4,3.29,-129.62,100,02-Aug-72,0,0,1,1210.39,10,3.09,4.1,0.1,1972103,1,6495,1,1.78,0,2540
-123.939828,52.211565,980959.9,3.29,-123.63,100,03-Aug-72,0,0,1,922.9,10,3.09,-21.58,0.1,1972103,1,6507,1,1.27,0,1828
-123.907656,52.077729,980920.1,0.99,-127.69,1,03-Aug-72,0,0,1,1050.65,3,0.93,-10.23,0.1,1972103,1,6508,1,0.16,0,1840
-125.978235,52.379877,981077.5,9.57,-125.23,100,22-Jul-66,0,0,1,234.39,3,1.06,-131.09,0.5,1966013,1,30593,1,32.1,9.51,1835
-125.924898,52.409878,981074.8,8.95,-124.7,100,22-Jul-66,0,0,1,283.16,3,1.06,-121.37,0.5,1966013,1,30594,1,28.37,8.88,1905
-125.878228,52.421545,980995.9,6.19,-118.21,100,22-Jul-66,0,0,1,767.79,3,1.06,-51.82,0.5,1966013,1,30595,1,19.57,6.1,1940
-125.371543,52.491559,980932.9,1.11,-138.59,100,22-Jul-66,0,0,1,1110.08,3,1.06,-15.41,0.5,1966013,1,30601,1,1.09,0,2345
-125.238199,52.421557,980932.5,1.11,-133.29,100,23-Jul-66,0,0,1,1111.61,3,1.06,-9.2,0.5,1966013,1,30602,1,0.36,0,1530
-125.166537,52.371554,980930.7,1.11,-128.18,100,23-Jul-66,0,0,1,1124.41,3,1.06,-2.68,0.5,1966013,1,30603,1,0.37,0,1545
-125.12987,52.329885,980928.7,1.11,-126.6,100,23-Jul-66,0,0,1,1122.58,3,1.06,-1.59,0.5,1966013,1,30604,1,0.66,0,1600
-125.897572,52.478047,980800.4,3.97,-118.49,1,18-Jul-72,0,0,1,1829.41,3,0.93,75.04,0.1,1972103,1,5480,1,11.27,3.84,2008
-125.891564,52.413211,981078.6,9.81,-115.39,100,18-Jul-72,0,0,1,307.42,10,3.09,-110.38,0.1,1972103,1,5481,1,29.41,9.24,2024
-125.879886,52.321549,980693.2,9.86,-130.65,100,18-Jul-72,0,0,1,2167.13,3,0.93,85.64,0.1,1972103,1,5482,1,26.32,9.81,2037
-125.659884,52.328214,980862.8,3.34,-142.18,100,18-Jul-72,0,0,1,1368.49,10,3.09,8.48,0.1,1972103,1,5487,1,2.54,0.6,2157
-125.507214,52.319214,980658.5,9.23,-134.36,1,18-Jul-72,0,0,1,2314.04,3,0.93,96.42,0.1,1972103,1,5488,1,28.28,9.18,2212
-125.727383,52.314547,980849,3.97,-158.15,1,04-Aug-72,0,0,1,1289.3,3,0.93,-28.54,0.1,1972103,1,5570,1,14.73,3.84,1723
-125.71322,52.273047,980847.5,3.73,-166.1,1,04-Aug-72,0,0,1,1249.98,3,0.93,-38.52,0.1,1972103,1,5571,1,12.36,3.6,1738
-125.966058,52.300545,980656,10.4,-121.54,1,04-Aug-72,0,0,1,2344.83,3,0.93,105.04,0.1,1972103,1,5574,1,35.92,10.35,1808
-125.333205,52.358219,980901.7,3.29,-128.59,100,19-Jul-72,0,0,1,1258.88,10,3.09,10.96,0.1,1972103,1,6426,1,1.39,0,1740
-125.454876,52.419887,980925,3.29,-136.2,100,19-Jul-72,0,0,1,1130.66,10,3.09,-10.68,0.1,1972103,1,6427,1,1.06,0,1752
-125.646552,52.414882,980991.5,3.29,-126.35,100,19-Jul-72,0,0,1,802.97,10,3.09,-44.79,0.1,1972103,1,6428,1,8.33,0,1803
-125.727393,52.480049,980748.9,5.14,-121.54,1,19-Jul-72,0,0,1,2060.75,3,0.93,94.67,0.1,1972103,1,6442,1,14.49,5.04,2048
-124.886534,52.391553,980870.9,0.99,-135.55,100,26-Jul-72,0,0,1,1396.59,3,0.93,19.69,0.1,1972103,1,5513,1,1.11,0,1800
-124.700202,52.397554,980817.2,0.99,-125.66,1,26-Jul-72,0,0,1,1709.93,3,0.93,62.06,0.1,1972103,1,5514,1,3.71,0,1822
-124.483185,52.394895,980897.5,0.99,-145,100,26-Jul-72,0,0,1,1220.11,3,0.93,-8.41,0.1,1972103,1,5515,1,0,0,1850
-124.000008,52.445735,980899.3,1.77,-132.51,1,26-Jul-72,0,0,1,1282.29,3,0.93,8.11,0.1,1972103,1,5519,1,2.94,1.47,1957
-124.689541,52.47589,980766.2,3.99,-135.13,1,26-Jul-72,0,0,1,1920.54,3,0.93,69.12,0.1,1972103,1,5538,1,10.76,3.87,2559
-125.04303,52.421221,980909.2,0.99,-133.53,1,01-Aug-72,0,0,1,1229.26,3,0.93,3.8,0.1,1972103,1,5549,1,0.28,0,2510
-124.909862,52.260381,980893.7,0.99,-117.04,20,02-Aug-72,0,0,1,1319.48,3,0.93,30.22,0.1,1972103,1,6485,1,0.46,0,2400
-124.805024,52.271049,980797.9,2.21,-125.75,1,03-Aug-72,0,0,1,1738.58,3,0.93,62.68,0.1,1972103,1,6496,1,6.2,1.98,1639
-124.481519,52.273224,980863.8,0.99,-145.47,100,03-Aug-72,0,0,1,1335.02,3,0.93,3.98,0.1,1972103,1,6497,1,0,0,1652
-124.313851,52.382565,980874.7,1.82,-124.91,1,03-Aug-72,0,0,1,1416.71,3,0.93,30.48,0.1,1972103,1,6498,1,3.21,1.53,1702
-124.125009,52.406566,980892.1,0.99,-126.12,1,03-Aug-72,0,0,1,1324.97,3,0.93,17.49,0.1,1972103,1,6499,1,4.72,0,1712
-124.246514,52.276563,980925.8,3.29,-127.49,100,03-Aug-72,0,0,1,1111.73,10,3.09,-3.16,0.1,1972103,1,6500,1,0.12,0,1722
-124.046333,52.259897,980895,0.99,-116.9,1,03-Aug-72,0,0,1,1293.88,3,0.93,23.67,0.1,1972103,1,6501,1,4.28,0,1731
-123.950501,52.378067,980943.9,0.99,-131.81,10,03-Aug-72,0,0,1,1041.81,3,0.93,-15.52,0.1,1972103,1,6502,1,0.34,0,1740
-123.91633,52.301566,980943.3,0.99,-135.25,20,03-Aug-72,0,0,1,993.34,3,0.93,-24.36,0.1,1972103,1,6503,1,0.31,0,1747
-123.769823,52.406571,980938.6,3.29,-130.25,100,03-Aug-72,0,0,1,1089.54,10,3.09,-8.6,0.1,1972103,1,6504,1,0.32,0,1757
-123.723815,52.272402,980929,0.99,-125.79,1,03-Aug-72,0,0,1,1101.55,3,0.93,-2.73,0.1,1972103,1,6505,1,0.26,0,1809
-123.674805,52.004902,980950.3,3.29,-134.71,100,03-Aug-72,0,0,1,815.55,10,3.09,-46.13,0.1,1972103,1,6509,1,2.72,0,1851
-123.37979,52.01824,980922.3,0.99,-121.75,100,08-Aug-72,0,0,1,1042.08,3,0.93,-5.45,0.1,1972103,1,6564,1,0.36,0,1643
-122.711421,52.021582,980833.2,0,-127.19,100,24-Aug-68,0,0,1,1457.95,3,1.06,33.38,0.5,1968105,1,5272,1,2.65,0,1949
-122.61142,52.016582,980934.1,3.29,-116.43,100,08-Aug-72,0,0,1,1002.88,10,3.09,-5.59,0.1,1972103,1,6571,1,1.43,0.05,1800
-121.756375,52.008252,980980.9,3.29,-106.72,100,09-Jun-72,0,0,1,814.24,10,3.09,-16.23,0.1,1972103,1,5150,1,0.66,0.04,2123
-121.446337,52.01159,980922.6,3.29,-109.61,100,13-Jun-72,0,0,1,1094.99,10,3.09,11.75,0.1,1972103,1,5168,1,1.22,0.02,1856
-120.496608,52.022441,980776.5,5.28,-143.24,1,03-Jun-72,0,0,1,1645.31,3,0.93,34.36,0.1,1972103,1,5060,1,6.59,5.2,1739
-119.525072,52.002623,980797,1.01,-137.43,20,01-Sep-83,0,0,1,1587.46,3,0.93,38.77,0.1,1983803,1,7506,1,1.51,0.18,112
-118.557845,52.011637,980929.7,5.34,-189.95,100,01-Jan-01,0,0,1,567.54,3,1.06,-143.81,0.5,1954001,1,275,1,17.4,5.22,0
-123.606472,52.08657,980977.6,1.15,-118.1,100,24-Jul-66,0,0,1,803.45,3,1.06,-29.74,0.5,1966013,1,30623,1,1.59,0.3,2310
-123.479797,52.099905,980989,1.13,-116,100,24-Jul-66,0,0,1,760.17,3,1.06,-32.86,0.5,1966013,1,30624,1,1.96,0.2,2355
-123.396457,52.098239,980991.8,1.39,-117.21,100,24-Jul-66,0,0,1,733.04,3,1.06,-38.28,0.5,1966013,1,30625,1,3.13,0.84,2420
-123.283123,52.084908,980967.6,1.15,-134.87,100,24-Jul-66,0,0,1,765.35,3,1.06,-51.34,0.5,1966013,1,30626,1,2.15,0.3,2440
-123.214782,52.048242,980979.8,1.34,-130.02,100,24-Jul-66,0,0,1,701.34,3,1.06,-55.66,0.5,1966013,1,30627,1,4.16,0.75,2505
-123.228119,52.061576,980975.8,0,-129.35,100,29-Aug-68,0,0,1,730.7,3,1.06,-51.78,0.5,1968105,1,4180,1,4.23,0,1739
-123.321455,52.084907,980974,0,-128.45,100,29-Aug-68,0,0,1,769.01,3,1.06,-43.82,0.5,1968105,1,4181,1,1.46,0,1754
-123.43813,52.103238,980986.9,0,-121.98,100,29-Aug-68,0,0,1,743.8,3,1.06,-40.3,0.5,1968105,1,4182,1,1.59,0,1809
-123.606472,52.08657,980977.7,0,-118,100,29-Aug-68,0,0,1,803.36,3,1.06,-29.67,0.5,1968105,1,4183,1,1.6,0,1829
-122.304747,52.039917,980942.8,0,-119.48,100,24-Aug-68,0,0,1,947.41,3,1.06,-16.05,0.5,1968105,1,5260,1,2.63,0,1522
-122.551419,52.134918,980917.9,0,-115.79,100,24-Aug-68,0,0,1,1142.76,3,1.06,10.94,0.5,1968105,1,5273,1,1.2,0,2004
-122.379747,52.139919,980960.1,0,-120.62,100,24-Aug-68,0,0,1,905.59,3,1.06,-20.43,0.5,1968105,1,5274,1,1.19,0,2018
-122.918098,52.134913,980852.3,0,-136.8,100,25-Aug-68,0,0,1,1371.63,3,1.06,15.91,0.5,1968105,1,5275,1,0.84,0,1622
-122.94977,52.081578,980789.3,0,-131.66,100,25-Aug-68,0,0,1,1664.82,3,1.06,47.98,0.5,1968105,1,5276,1,6.74,0,1648
-123.144778,52.168244,980881.4,0,-130.06,100,27-Aug-68,0,0,1,1268.18,3,1.06,10.19,0.5,1968105,1,5296,1,1.73,0,1705
-123.374798,52.156573,980928.1,0,-136.14,100,27-Aug-68,0,0,1,997.98,3,1.06,-25.4,0.5,1968105,1,5297,1,0.98,0,1721
-123.583142,52.194903,980873.4,0,-116.24,100,27-Aug-68,0,0,1,1375.75,3,1.06,33.01,0.5,1968105,1,5298,1,4.76,0,1746
-122.789761,52.209916,980897.6,0,-132.56,100,29-Aug-68,0,0,1,1197.86,3,1.06,1.05,0.5,1968105,1,5330,1,0.49,0,2031
-123.499807,52.256572,980925.1,3.29,-129.94,100,26-Jul-72,0,0,1,1084.51,10,3.09,-10.5,0.1,1972103,1,5525,1,1.97,0,2113
-123.292625,52.251076,980921.1,0.99,-125.3,1,26-Jul-72,0,0,1,1135.08,3,0.93,1.58,0.1,1972103,1,5526,1,0.19,0,2233
-122.343079,52.028249,980942.9,3.29,-134.23,100,13-Aug-72,0,0,1,875.63,10,3.09,-37.06,0.1,1972103,1,5694,1,0.85,0.03,2206
-123.214782,52.128242,980926.9,0.99,-126.48,100,08-Aug-72,0,0,1,1043.82,3,0.93,-9.98,0.1,1972103,1,6565,1,0.35,0,1707
-123.03977,52.124911,980900.6,0.99,-124.31,100,08-Aug-72,0,0,1,1187.14,3,0.93,8.21,0.1,1972103,1,6566,1,0.38,0,1715
-122.891431,52.034912,980881.6,3.29,-122.37,100,08-Aug-72,0,0,1,1253.34,10,3.09,17.53,0.1,1972103,1,6567,1,0.42,0.02,1729
-122.746429,52.126582,980887,3.29,-136.74,100,08-Aug-72,0,0,1,1189.36,10,3.09,-4.86,0.1,1972103,1,6568,1,1.26,0.01,1737
-122.619086,52.100416,980857.6,3.42,-120.08,1,08-Aug-72,0,0,1,1378.31,3,0.93,26.3,0.1,1972103,1,6569,1,7.92,3.27,1745
-122.528078,52.09825,980947.5,3.29,-113.67,100,08-Aug-72,0,0,1,990.39,10,3.09,-3.22,0.1,1972103,1,6570,1,0.42,0.03,1752
-122.509743,52.031582,980931,3.29,-126.4,100,08-Aug-72,0,0,1,979.66,10,3.09,-17.17,0.1,1972103,1,6572,1,0.44,0.02,1806
-122.376426,52.224915,980962.2,3.29,-123.68,100,08-Aug-72,0,0,1,921.2,10,3.09,-20.98,0.1,1972103,1,6584,1,0.42,0.02,2042
-122.5281,52.248245,980956.1,3.29,-123.69,100,08-Aug-72,0,0,1,962.83,10,3.09,-16.29,0.1,1972103,1,6585,1,0.38,0.01,2052
-122.811432,52.257083,980890.9,0.99,-120.55,1,08-Aug-72,0,0,1,1309.12,3,0.93,24.51,0.1,1972103,1,6587,1,1.49,0.08,2109
-122.936434,52.199914,980889.9,3.29,-136.54,100,08-Aug-72,0,0,1,1213.93,10,3.09,-0.82,0.1,1972103,1,6588,1,0.18,0.01,2117
-122.144735,52.128246,981016.8,1.21,-122.35,100,31-May-66,0,0,1,598.32,3,1.06,-57.46,0.5,1966013,1,30001,1,2.09,0.48,2426
-122.188073,52.111581,980960.2,1.15,-115.25,100,29-Jul-66,0,0,1,918.97,3,1.06,-13.71,0.5,1966013,1,30629,1,1.34,0.3,1605
-122.23641,52.074917,981018,1.77,-112.68,100,29-Jul-66,0,0,1,602.28,3,1.06,-50.36,0.5,1966013,1,30630,1,5.1,1.38,1635
-122.251406,52.028249,981011.7,1.43,-112.24,100,29-Jul-66,0,0,1,625.75,3,1.06,-45.32,0.5,1966013,1,30631,1,3.13,0.9,1650
-122.034731,52.118249,981023,1.99,-119.02,100,01-Aug-66,0,0,1,569.06,3,1.06,-59.41,0.5,1966013,1,31201,1,4.1,1.65,1550
-121.934727,52.118251,980998.1,1.12,-111.88,100,01-Aug-66,0,0,1,742.19,3,1.06,-30.92,0.5,1966013,1,31202,1,2.12,0.18,1610
-122.189736,52.098247,980956.6,0,-112.07,100,27-Aug-68,0,0,1,949.33,3,1.06,-6.78,0.5,1968105,1,4170,1,0.99,0,2008
-122.23641,52.074917,981018.1,0,-112.89,100,27-Aug-68,0,0,1,601.89,3,1.06,-50.38,0.5,1968105,1,4171,1,4.87,0,2027
-121.761376,52.108255,980972.5,3.29,-108.96,100,09-Jun-72,0,0,1,893.19,10,3.09,-9.07,0.1,1972103,1,5151,1,0.1,0.01,2133
-121.643528,52.097258,980929.9,0.1,-119.22,1,09-Jun-72,0,0,1,1052.78,0.03,0.1,-1.49,0.1,1972103,1,5152,1,0.13,0,2156
-122.001396,52.111583,981019.7,3.29,-112.43,100,10-Aug-72,0,0,1,615.64,10,3.09,-47.76,0.1,1972103,1,6594,1,4.25,0.2,1546
-121.926395,52.084917,981011.6,3.29,-105.83,100,10-Aug-72,0,0,1,695.98,10,3.09,-28.74,0.1,1972103,1,6595,1,0.82,0.05,1552
-121.90806,52.03825,981005.1,3.29,-106.7,100,10-Aug-72,0,0,1,700.8,10,3.09,-29.65,0.1,1972103,1,6596,1,1.4,0.07,1558
-121.751376,52.068254,980958.7,3.29,-103.96,100,10-Aug-72,0,0,1,965.3,10,3.09,2.88,0.1,1972103,1,6597,1,1.23,0.02,1607
-121.907808,52.045457,981005.6,0.14,-108.07,20,20-Oct-83,0,0,1,696.63,0.01,0.1,-31.07,0.1,1983105,1,10076,1,0.99,0.1,2252
-121.928325,52.108587,980998.4,0.11,-110.26,20,20-Oct-83,0,0,1,747.54,0.01,0.1,-28.12,0.1,1983105,1,10081,1,1.54,0.04,2350
-122.005303,52.120226,981017.3,0.27,-118.72,20,21-Oct-83,0,0,1,608.63,0.01,0.1,-53.08,0.1,1983105,1,10085,1,2.5,0.25,1636
-122.095371,52.123024,981016.9,0.4,-119.6,20,21-Oct-83,0,0,1,597.32,0.01,0.1,-57.21,0.1,1983105,1,10089,1,4.48,0.39,1721
-120.933659,52.105598,980681.2,7.68,-138.99,1,03-Jun-72,0,0,1,2151.89,3,0.93,87.9,0.1,1972103,1,5070,1,14.02,7.62,2142
-121.563018,52.041591,980929.8,3.29,-122.26,100,09-Jun-72,0,0,1,1010.38,10,3.09,-9.78,0.1,1972103,1,5153,1,0.63,0.01,2208
-121.449675,52.059926,980881.6,3.31,-97.69,100,13-Jun-72,0,0,1,1352.49,10,3.09,45.9,0.1,1972103,1,5169,1,7.83,0.42,1904
-121.313174,52.07293,980957.1,1,-123.73,1,13-Jun-72,0,0,1,873.86,3,0.93,-27.33,0.1,1972103,1,5170,1,1.43,0.13,1916
-121.383673,52.111763,980953.4,0.99,-99.71,1,13-Jun-72,0,0,1,1037.54,3,0.93,16.03,0.1,1972103,1,5171,1,0.41,0.01,1924
-121.47301,52.126597,980957.7,3.29,-100.45,100,13-Jun-72,0,0,1,1019.77,10,3.09,13.55,0.1,1972103,1,5172,1,0.16,0.01,1937
-121.08267,52.1291,980857.8,1.67,-137.72,1,10-Jun-72,0,0,1,1335.63,3,0.93,10.82,0.1,1972103,1,6124,1,0.98,1.35,2248
-121.241333,52.051596,980944,3.29,-135.26,100,10-Jun-72,0,0,1,867.16,10,3.09,-40.62,0.1,1972103,1,6128,1,2.44,0.15,2351
-121.581356,52.119927,980927.8,3.29,-119.93,100,10-Aug-72,0,0,1,1069.3,10,3.09,-0.49,0.1,1972103,1,6598,1,0.27,0,1619
-121.514683,52.094927,980943.2,3.29,-111.57,100,10-Aug-72,0,0,1,1022.73,10,3.09,2.75,0.1,1972103,1,6599,1,0.18,0.01,1624
-121.388004,52.059927,980952.7,3.29,-117.72,100,10-Aug-72,0,0,1,919.43,10,3.09,-16.53,0.1,1972103,1,6600,1,1.74,0.1,1634
-122.191408,52.159914,981020.1,1.65,-117.05,100,31-May-66,0,0,1,616.31,3,1.06,-51.4,0.5,1966013,1,30002,1,3.34,1.23,2547
-122.246428,52.249915,981032.1,1.45,-110.4,100,31-May-66,0,0,1,623.01,3,1.06,-45.23,0.5,1966013,1,30003,1,4.57,0.93,2633
-121.913058,52.173253,980965.1,1.11,-115.96,100,01-Aug-66,0,0,1,923.85,3,1.06,-12.72,0.5,1966013,1,31203,1,0.19,0.03,1620
-121.856383,52.208257,980961.4,1.11,-109.49,100,01-Aug-66,0,0,1,983.89,3,1.06,-0.98,0.5,1966013,1,31204,1,1.64,0.01,1635
-121.771366,52.251598,980964.5,1.11,-111.2,100,01-Aug-66,0,0,1,981.15,3,1.06,-2.53,0.5,1966013,1,31205,1,1.17,0.1,1700
-121.961394,52.213253,980963,1.11,-119.47,100,09-Aug-66,0,0,1,931.77,3,1.06,-15.89,0.5,1966013,1,31236,1,0.73,0.01,1700
-122.159749,52.238251,980917,0,-122.28,100,28-Aug-68,0,0,1,1134.98,3,1.06,-1.43,0.5,1968105,1,5321,1,6.21,0,2246
-121.724701,52.183261,980951.4,3.29,-110.36,100,13-Jun-72,0,0,1,1022.79,10,3.09,3.21,0.1,1972103,1,5175,1,0.94,0,2001
-121.776371,52.249931,980964.4,3.29,-110.97,100,13-Jun-72,0,0,1,985.48,10,3.09,-1.15,0.1,1972103,1,5176,1,0.5,0.05,2012
-121.844383,52.147089,980981.5,0.99,-104.9,1,13-Jun-72,0,0,1,883.62,3,0.93,-6.43,0.1,1972103,1,5177,1,0.45,0.03,2024
-122.051407,52.204918,980964.3,3.29,-121.32,100,12-Aug-72,0,0,1,912.39,10,3.09,-19.84,0.1,1972103,1,5683,1,0.66,0.01,2713
-122.138213,52.166054,980991.7,0.24,-117.43,20,21-Oct-83,0,0,1,769.72,0.01,0.1,-33.02,0.1,1983105,1,10093,1,1.76,0.22,1822
-122.087038,52.202347,980970.5,0.11,-121.47,20,21-Oct-83,0,0,1,874.75,0.01,0.1,-25.02,0.1,1983105,1,10097,1,1.48,0.03,1926
-122.115413,52.254449,980994.6,0.17,-119.95,20,21-Oct-83,0,0,1,779.1,0.01,0.1,-34.99,0.1,1983105,1,10100,1,2.26,0.14,2008
