427755.3125	6185368.4140625	1512.199416608970978	1	0	0	24776	14537
503214.109375	6155638.53515625	1436.09739352346901	1	0	0	3	1462
310045.58007812494179	6198692.882812499068677	1763.076491535475043	1	0	0	14	1315
372623.0859375	6193150.84765625	1546.25330463122782	1	0	0	15	4204
359437.5625	6193559.890625	1581.61186079430991	1	0	0	15	3548
351739.75	6193812.7109375	1621.717619657885052	1	0	0	15	3240
354037.109375	6193737.2578125	1605.3317085383	1	0	0	15	3332
349240.921875	6193900.82421875	1620.695469592839117	1	0	0	15	3140
425769.15625	6185407.23046875	1539.384954100919	1	0	0	4	1644
388713.859375	6189486.9375	1568.700229495409985	1	0	0	20871	14949
477456.671875	6184835.59765625	1447.4849696996	1	0	0	29746	14484
501582.140625	6173242.1015625	1434.150715683023918	1	0	0	3	692
501582.28125	6166595.119140625	1414.123549426710952	1	0	0	3	958
325236.1328125	6198044.0078125	1727.807220170324172	1	0	0	14524	15804
399021.9921875	6189225.8203125	1539.563130518622984	1	0	0	21902	14923

